rainfall,land_slope,drainage_efficiency,urbanization_rate,river_level,soil_saturation,impervious_area,catchment_area,flood_duration,water_retention,vegetation_index,soil_type_index,target
224.7240713084175,8.330981797737884,0.26170568373590597,67.2702994208898,28.59979391417964,39.363552027744205,64.8256954077822,19.39972736444373,172.86430174737495,182.71560228053897,0.3736408184666985,0.5330305614882556,0
570.4285838459497,24.385542632026116,0.24697879907199982,79.66813971913723,40.27161646499932,47.34356593750214,17.238636210516624,93.38626411556467,164.94792105915064,105.0720963638996,0.3329120962314033,0.13789882173033396,0
439.19636508684306,39.282562614438376,0.9062545805210367,25.046789879249896,38.008046489507954,85.45473932021804,87.23945633548149,415.6229025449712,22.981007679205838,144.98205436721688,0.17615391250286005,0.5912429057506141,1
359.19509051822195,32.95011988843025,0.2495461998495061,62.48740996069989,7.694995234688684,34.00043860598922,61.311623906924154,383.38417816916785,221.417377177392,87.20965959451756,0.6072666701014879,0.31478562371695795,0
93.61118426546192,36.295251653765234,0.271949726128631,57.17459831437487,7.462473487073695,86.96496848121713,15.720388355695425,175.32134572857345,136.4333285176367,126.00691550848764,0.4766241605086289,0.05234876680960243,0
93.59671220172159,29.64525150198228,0.7593982624179637,83.28303767882711,13.408718387245667,8.813443097669149,96.23380574812069,188.40531388710625,87.29412507256421,68.11518748422374,0.8657009923240037,0.9486561577065649,1
34.85016730091968,31.15244540330336,0.44973984245054,90.60870604812605,18.05373631705186,77.67984372086308,51.83654633353206,266.7772167767897,181.5692600388736,60.23180395708907,0.03210958048205825,0.6414903690642878,0
519.7056874649611,38.213804320439365,0.7767105569551812,1.2156771477386807,20.42277907042413,84.75476330547363,7.289845187165501,0.12050234256727466,61.76771001639217,115.64595723390273,0.6438679275551263,0.876918931870847,1
360.6690070459253,11.235060398663368,0.06536615756438524,67.40199190587927,33.98486084166726,18.181765283733874,62.68329044150672,120.62216801901393,166.4423608911169,99.62593483679608,0.7629488785115611,0.6760560050132531,1
424.8435466776273,22.02412336394132,0.4875711936733843,5.1835799119729025,2.83402160829177,43.03465323722004,25.31989070128102,104.11590430410722,9.530689817339333,115.90727382999621,0.759486569188307,0.35698369214011294,0
12.350696577481468,9.954424881882101,0.03361360018328263,54.88586650773559,1.7336352113033193,16.54997746636556,80.36934518773025,125.24147337488174,201.45792902622526,57.3321162574046,0.8860739670955251,0.5126880723288114,0
581.9459112971966,44.445060359849116,0.06265320345535452,28.76327290436782,19.595528147195452,70.66041289942177,81.78220735661907,402.95292126672064,107.56100328511644,73.39156636339905,0.7290337428294941,0.6757467603471771,1
499.465584480253,42.4826702858976,0.906437453344411,30.67765995221412,34.85818460689902,53.534776806165674,97.89473558546618,139.8369282732216,152.806299445906,16.77959212578186,0.9278100616476963,0.9602523252014376,1
127.40346640696569,1.7742065115827654,0.13924537111759516,35.29585034523566,9.671767147824129,63.5323346708321,50.186953102450374,95.76066102507409,53.09707675360408,10.455274454441144,0.33265659982089146,0.2536694591216965,0
109.09498032426038,31.75088276320598,0.5324206822752171,62.12924490496101,32.07522406281259,19.648696695621116,45.495687972773716,252.13173039651576,162.4976910380275,50.69142593460325,0.5032094167515431,0.8749770586241177,1
110.04270591206028,41.63617428370496,0.41109560260070654,33.40499656687692,12.991406897014974,21.17458620524195,75.34756054464806,432.822518186366,185.3376662143864,14.849371866109152,0.014079663282890675,0.9240778052942694,0
182.54534577572264,8.12589053073001,0.3473433262588427,73.26990505902803,44.30430544067582,4.149732550990636,13.247065634192657,120.67485191874994,113.57116485225569,20.75494172694814,0.006957587303291213,0.6704155146589565,0
314.8538589793427,25.557535374868326,0.8998333456872725,40.45273855738697,44.78449721333082,32.20675351957297,54.69155137931242,39.268121396399344,148.25446177483065,162.58568107878742,0.2401266204515199,0.9312666274013378,1
259.1670111852695,41.19697339146188,0.0218233967754895,6.835320030995861,14.864360214066325,55.97446613336749,54.624760013085094,178.20236792483234,109.51822171737565,7.77473940333786,0.10080719713908526,0.3978785874773685,0
174.73748411882514,1.5275690363609478,0.6637896861755891,78.37598424841073,11.499687698162026,85.79349139973289,8.947312281038721,373.8259122824889,214.58192862188292,131.78855878694856,0.2602113679357536,0.9530161760404428,1
367.1117368334277,31.383912026107797,0.9633944342135504,28.5758324592706,20.565198603311565,66.69274474586807,41.798408550691356,275.3452723473973,119.48860332343659,54.511549763080104,0.1770432945283974,0.7027828771659749,1
83.6963163912251,13.380705331764785,0.5601681834618419,43.276687959926264,12.026579259007436,43.53963233997514,85.3284798567202,408.39668478717374,202.03409016691654,174.3091361416253,0.02852002483864824,0.0420057674188119,0
175.28678912113088,41.59782879194387,0.9368224620330918,68.54438832219016,33.61919216458518,95.31201143941378,85.61536219946603,479.796073804617,192.32449398485966,96.99845691549991,0.9093041464060494,0.9068728318190528,1
219.81710597621503,43.697621032441546,0.05225787928602377,33.2456157148712,41.30323422741428,71.92452005758318,9.9237664919681,396.33123837580854,98.52115712360556,61.11529186556515,0.008223131388891525,0.48447280903319256,0
273.64199053022156,42.491992010104525,0.4187933190741614,5.658565614671563,33.65460654556085,93.016520286255,9.072088274783086,301.9015394218767,55.22027804579401,103.5277871378869,0.7360821443370854,0.46032698477783285,0
471.10557683580817,21.33963974958587,0.26015779096205116,37.39210470128136,41.21752236246748,52.75879732721657,26.26954770019353,246.67079402619024,97.45971181434504,76.39160380905376,0.15214788691951653,0.5664666059796343,0
119.80426929501584,38.791919294519104,0.7308209649807298,94.44485826943034,19.84960811037371,25.89042747931396,87.47660625539935,20.034543174133333,198.29217018605283,112.86021293396604,0.9122296219996,0.14938454677122792,1
308.54066304816695,38.00472293407817,0.9812970904972467,64.17343972985582,7.815848535443043,5.282668636472199,12.890258507349895,492.1609894070206,54.63180859665417,22.906573665269647,0.8927959395898858,0.46916604856739863,0
355.4487413172255,14.359521295946504,0.2565300624442478,67.1479148667207,36.89754736987961,72.60848514838504,71.99968026274462,191.74056128752127,125.86472300585984,199.39810056251022,0.6539011463692573,0.8311272167177457,1
27.870247631998634,37.30119633678048,0.6541746014740745,63.22821536376399,18.023725257077693,12.130299800553413,10.116561961310321,76.1141069584334,193.4632195105794,85.1111755393435,0.6722341498006051,0.015482459137515336,0
364.52691114086304,1.665343562197168,0.19809763275974013,19.899213895943678,33.56354126145663,30.277512827196716,62.31378537478254,333.3544276982284,84.8345940308109,69.64612794147374,0.005339141969688543,0.2729171603243713,0
102.31447421237492,26.832144531692386,0.5653302545716099,41.833386410228016,13.532197099088282,53.24709078838974,35.60672991191448,142.14414454772967,154.13031288064738,142.04196966325298,0.984871566113602,0.00245458644384422,0
39.03095579116771,10.350397677946637,0.4639324866883362,75.09397983633183,4.061481740333633,56.441658777974766,78.8913962965867,292.8891354655238,58.951577771715485,72.77988129906649,0.8778326035758144,0.41571130914984833,0
569.3313223519999,5.425509859977547,0.9720053296315371,10.137289755315916,49.62908977438817,60.0583196987136,23.36904488253636,293.38395392229563,26.22706688835838,166.65486100575154,0.895106225730092,0.7283155104937347,1
