temperature,humidity,heat_index,duration,air_quality,wind_speed,uv_index,drought_index,precipitation,night_temp,target
35.61810178271044,31.10797573031718,41.542642093397646,7.054326947880082,135.7993817425389,11.809065608323262,9.537798678544753,0.03879945472888746,14.405358478947912,33.70367017104042,0
44.260714596148745,52.514056842701486,41.1744699768,8.170132574722352,170.81484939499796,14.203069781250642,6.206704534736163,0.18677252823112933,13.745660088262554,27.88040722729247,0
40.97990912717108,72.37675015258449,57.65636451302592,3.254211089132491,164.02413946852386,25.63642179606541,11.106761943483704,0.8312458050899425,1.9150839732671532,30.873654077541268,1
38.97987726295555,63.93349318457367,41.238654996237656,6.6238668964629905,73.08498570406606,10.200131581796764,9.29181367348469,0.7667683563383357,18.451448098116,26.540724469588817,1
32.34027960663655,68.39366887168698,41.798743153215774,6.145713848293738,72.38742046122108,26.08949054436514,6.100427184898679,0.3506426914571469,11.369444043136392,29.45051866313657,0
32.33991780504304,59.527002002643044,53.98495656044909,8.495473391094439,90.226155161737,2.644032929300745,11.736366402368448,0.3768106277742125,7.274510422713685,25.10863906131678,1
30.871254182522993,61.53659387107115,46.2434960612635,9.154783544331345,104.16120895115557,23.30395311625892,8.628558243347245,0.5335544335535795,15.130771669906133,24.51738529678168,1
42.992642186624025,70.95173909391916,54.417763923879534,1.1094109432964814,111.26833721127238,25.42642899164209,5.510289163101585,0.0002410046851345493,5.147309168032681,28.673446792542705,0
39.01672517614813,34.98008053155115,36.63415393910963,7.066179271529134,151.9545825250018,5.454529585120163,9.38783033090547,0.24124433603802786,13.870196740926408,27.471945112759705,1
40.62108866694068,49.36549781858843,47.189279841834605,1.4665221920775613,58.50206482487531,12.910395971166013,6.772392349089672,0.20823180860821444,0.7942241514449444,28.693045537249716,0
30.308767414437035,33.27256650917613,35.84034000458207,5.939727985696203,55.200905633909954,4.964993239909669,10.625854163141117,0.25048294674976346,16.78816075218544,24.299908719305343,0
44.54864778242992,79.26008047979883,36.566330086383864,3.588694561393104,108.78658444158636,21.19812386982653,10.724754514963333,0.8059058425334413,8.96341694042637,25.50436747725493,0
42.48663961200633,76.64356038119679,57.66093633361027,3.760989395699271,154.57455382069708,16.060433041849702,11.852631490982633,0.27967385654644317,12.733858287158835,21.25846940943364,0
33.18508666017414,22.365608682110356,38.48113427793988,4.176626531071209,79.01530144347238,19.059700401249632,8.513086717171525,0.19152132205014816,4.424756396133674,20.784145584083085,0
32.72737450810651,62.33451035094131,48.31051705688043,6.591632041446491,146.22567218843776,5.894609008686334,8.184698158094161,0.5042634607930315,13.541474253168959,23.801856945095246,0
