eq_magnitude,seafloor_disp,water_depth,distance_epicenter,wave_height,wave_period,coastal_elevation,tidal_range,shoreline_slope,warning_time,target
6.49816047538945,1.3330981797737884,2308.5284186795298,201.8108982626694,5.719958782835928,14.840888006936051,32.4128477038911,0.1939972736444373,7.202679239473956,54.814680684161694,0
8.802857225639665,2.9385542632026116,2234.8939953599993,239.0044191574117,8.054323292999863,16.835891484375537,8.619318105258312,0.9338626411556467,6.872830044131277,31.52162890916988,1
7.92797576724562,4.428256261443837,5531.272902605184,75.1403696377497,7.60160929790159,26.36368483005451,43.619728167740746,4.156229025449712,0.9575419866335766,43.494616310165064,1
7.394633936788146,3.7950119888430254,2247.7309992475302,187.46222988209968,1.5389990469377368,13.500109651497304,30.655811953462077,3.8338417816916786,9.225724049058,26.16289787835527,1
5.624074561769746,4.129525165376524,2359.7486306431547,171.5237949431246,1.492494697414739,26.741242120304282,7.8601941778477125,1.7532134572857343,5.684722021568196,37.80207465254629,0
5.623978081344811,3.464525150198228,4796.991312089818,249.84911303648133,2.6817436774491332,7.203360774417288,48.116902874060344,1.8840531388710624,3.6372552113568424,20.43455624526712,0
5.232334448672798,3.615244540330336,3248.6992122527,271.82611814437814,3.610747263410372,24.41996093021577,25.91827316676603,2.667772167767897,7.565385834953067,18.06954118712672,0
8.46470458309974,4.321380432043936,4883.552784775906,3.6470314432160422,4.084555814084826,26.188690826368408,3.6449225935827503,0.0012050234256727466,2.5736545840163405,34.69378717017082,1
7.404460046972835,1.6235060398663368,1326.8307878219262,202.20597571763778,6.796972168333452,9.545441320933469,31.34164522075336,1.2062216801901393,6.935098370463204,29.88778045103882,0
7.832290311184182,2.702412336394132,3437.8559683669214,15.550739735918706,0.566804321658354,15.75866330930501,12.65994535064051,1.0411590430410722,0.3971120757224722,34.772182148998866,1
5.08233797718321,1.49544248818821,1168.0680009164132,164.65759952320678,0.34672704226066386,9.13749436659139,40.18467259386512,1.2524147337488172,8.39408037609272,17.199634877221378,0
8.879639408647977,4.944506035984912,1313.2660172767726,86.28981871310346,3.9191056294390902,22.665103224855443,40.891103678309534,4.029529212667207,4.481708470213185,22.017469909019717,1
8.329770563201688,4.74826702858976,5532.187266722055,92.03297985664236,6.971636921379805,18.383694201541417,48.94736779273309,1.3983692827322158,6.3669291435794175,5.033877637734559,1
5.849356442713105,0.6774206511582765,1696.226855587976,105.88755103570698,1.9343534295648257,20.883083667708025,25.093476551225187,0.9576066102507408,2.212378198066837,3.136582336332343,0
5.7272998688284025,3.675088276320598,3662.1034113760857,186.38773471488304,6.415044812562517,9.912174173905278,22.747843986386858,2.5213173039651577,6.770737126584479,15.207427780380975,0
5.733618039413735,4.663617428370496,3055.478013003533,100.21498970063077,2.5982813794029944,10.293646551310488,37.67378027232403,4.32822518186366,7.722402758932766,4.454811559832745,0
6.216968971838151,1.3125890530730009,2736.7166312942136,219.80971517708412,8.860861088135163,6.037433137747659,6.623532817096328,1.2067485191874994,4.732131868843988,6.226482518084442,0
7.099025726528952,3.0557535374868325,5499.166728436362,121.35821567216091,8.956899442666165,13.051688379893243,27.34577568965621,0.39268121396399347,6.177269240617943,48.775704323636226,1
6.727780074568463,4.619697339146188,1109.1169838774474,20.505960092987586,2.9728720428132647,18.99361653334187,27.312380006542547,1.7820236792483235,4.563259238223986,2.332421821001358,1
6.164916560792168,0.6527569036360947,4318.948430877946,235.12795274523216,2.2999375396324053,26.44837284993322,4.473656140519361,3.738259122824889,8.940913692578455,39.53656763608456,0
7.447411578889518,3.6383912026107796,5816.972171067752,85.7274973778118,4.113039720662313,21.673186186467017,20.899204275345678,2.753452723473973,4.978691805143192,16.35346492892403,1
5.557975442608168,1.8380705331764784,3800.8409173092095,129.83006387977878,2.405315851801487,15.884908084993786,42.6642399283601,4.0839668478717375,8.41808709028819,52.29274084248759,0
6.168578594140873,4.6597828791943865,5684.112310165459,205.63316496657046,6.723838432917036,28.828002859853445,42.80768109973302,4.79796073804617,8.013520582702485,29.099537074649973,1
6.465447373174767,4.869762103244155,1261.2893964301188,99.7368471446136,8.260646845482855,22.981130014395795,4.96188324598405,3.963312383758085,4.105048213483565,18.334587559669544,1
6.824279936868144,4.749199201010453,3093.9665953708068,16.97569684401469,6.73092130911217,28.25413007156375,4.536044137391543,3.019015394218767,2.30084491857475,31.058336141366073,1
8.140703845572055,2.633963974958587,2300.7889548102557,112.17631410384408,8.243504472493495,18.189699331804142,13.134773850096765,2.4667079402619025,4.0608213255977095,22.91748114271613,1
5.7986951286334385,4.379191929451911,4654.1048249036485,283.33457480829105,3.9699216220747413,11.472606869828489,43.73830312769967,0.20034543174133335,8.262173757752201,33.85806388018981,0
7.056937753654447,4.300472293407816,5906.485452486233,192.52031918956746,1.5631697070886086,6.32066715911805,6.445129253674947,4.921609894070206,2.2763253581939233,6.871972099580894,0
7.36965827544817,1.9359521295946505,2282.650312221239,201.4437446001621,7.379509473975921,23.15212128709626,35.99984013137231,1.9174056128752126,5.244363458577493,59.819430168753065,1
5.185801650879991,4.230119633678048,4270.873007370372,189.68464609129197,3.604745051415539,8.032574950138354,5.0582809806551605,0.761141069584334,8.060967479607475,25.533352661803054,0
7.4301794076057535,0.6665343562197168,1990.4881637987005,59.69764168783104,6.712708252291325,12.569378206799179,31.15689268739127,3.3335442769822836,3.5347747512837877,20.89383838244212,0
5.682096494749166,3.1832144531692386,3826.6512728580497,125.50015923068403,2.7064394198176567,18.311772697097435,17.80336495595724,1.4214414454772966,6.422096370026974,42.612590898975895,0
5.260206371941118,1.5350397677946637,3319.662433441681,225.28193950899546,0.8122963480667267,19.11041469449369,39.44569814829335,2.928891354655238,2.4563157404881455,21.83396438971995,0
8.795542149013333,1.0425509859977546,5860.0266481576855,30.411869265947743,9.925817954877633,20.0145799246784,11.68452244126818,2.933839539222956,1.0927944536815992,49.99645830172546,1
8.862528132298237,0.8462894073314412,4042.636363482333,83.35583282691368,1.5620150793059928,9.156383258742515,31.960091469497993,2.228649104514346,7.943842250928563,27.256243461625516,1
8.233589392465845,3.633299491451629,2747.5318604340937,82.89573253975608,9.884209939634811,14.49343512054122,11.784126728794247,4.180593077725213,0.9896862340870682,43.17350479592609,1
6.218455076693482,2.0294373369562977,1570.478924439667,129.6056782783518,9.772799325664472,20.429855677924166,35.68301415560769,1.324835307777215,2.7138139507958456,6.447192986513192,0
5.3906884560255355,3.7614504718794266,1756.2341436746729,294.1106222826555,7.938181039080396,29.245471615844618,43.68390172803744,2.243162958088671,8.5510942199744,50.767151133306704,0
7.736932106048627,0.7941035335952407,2126.584649756175,20.250764005146582,6.594229620819975,23.190778442492217,6.3400899563380015,2.6884606429548574,3.464692870786672,44.14307920668659,1
6.760609974958405,1.9188065202377464,2254.83330670149,155.61029831417852,5.778070502510847,28.065093927348947,43.329784429775174,3.318123603836498,9.73045349514161,12.703006707717941,0
5.488152939379115,2.9277108156890175,5253.080289205689,53.80940460366313,8.661015453778347,24.055301457854426,29.678762720714897,3.9198592525279476,9.797343347738597,8.717160584747198,0
6.980707640445081,4.058254241775336,3806.1139414126246,291.2029636229232,2.894395216194879,19.792924222310013,6.355524543351199,1.9740364143912803,2.682760204535567,18.977540923537465,0
5.137554084460874,1.9343862631943147,3616.954556871832,33.99105141823926,4.67681212484877,9.800584228408614,21.3770927679856,3.23023472048298,0.4097822224989045,58.56423516191426,0
8.637281608315128,3.316511193966541,1573.8443593460875,121.08030070847737,6.193899693665019,21.667141297312828,8.043014674254895,0.7530547653425956,7.050632842053791,15.409894474023517,1
6.035119926400068,4.486899867062842,5300.698466747175,221.36549545038184,4.1119047586949105,20.584489148997676,35.01739444332848,4.663240502712393,4.509865026483437,27.367632536798,0
7.650089137415928,3.2713843468203705,4614.071516042419,211.36632840823358,4.27486454090268,20.061729261431662,37.943406720897485,1.9152940321050176,1.0075284395957629,1.8012135430401788,0
6.246844304357644,1.548317636391352,1338.341809500008,126.81859106817967,3.3028466750208443,17.244646699706017,5.2898260136399475,3.647607109882192,7.075228189780428,23.83365177397395,0
7.080272084711243,0.6098035170044211,4539.175486148843,103.95725038581547,5.64231816684536,18.21641509973189,25.306992634732218,0.10170540941088824,0.31174909111921223,34.27920092598617,0
7.186841117373119,4.415444932554184,3717.6910867132306,119.28371356586118,8.50574528015116,13.361063177952602,40.73125280129586,1.025935714524035,8.701966904922422,57.187476750477906,1
