magnitude,shaking_duration,ground_acceleration,peak_ground_velocity,depth,fault_distance,building_density,liquefaction_index,distance,pop_density,seismic_gap,building_age,target
5.2472407130841745,22.215951460634358,0.26170568373590597,134.5405988417796,173.73878409365986,39.363552027744205,6482.5695407782205,0.03879945472888746,72.02679239473956,9135.78011402695,186.82040923334924,106.60611229765111,0
8.704285838459498,65.02811368540297,0.24697879907199982,159.33627943827446,242.60253714349597,47.34356593750214,1723.8636210516622,0.18677252823112933,68.72830044131277,5253.60481819498,166.45604811570163,27.579764346066792,1
7.391963650868431,104.753500305169,0.9062545805210367,50.09357975849979,229.24747428809692,85.45473932021804,8723.94563354815,0.8312458050899425,9.575419866335766,7249.102718360844,88.07695625143003,118.24858115012282,1
6.59195090518222,87.86698636914734,0.2495461998495061,124.97481992139979,50.40047188466323,34.00043860598922,6131.162390692415,0.7667683563383357,92.25724049058,4360.482979725878,303.633335050744,62.95712474339159,1
3.9361118426546193,96.78733774337397,0.271949726128631,114.34919662874974,49.0285935737348,86.96496848121713,1572.0388355695425,0.3506426914571469,56.84722021568196,6300.345775424382,238.31208025431445,10.469753361920485,0
3.9359671220172157,79.05400400528609,0.7593982624179637,166.56607535765423,84.11143848474943,8.813443097669149,9623.380574812069,0.3768106277742125,36.372552113568425,3405.7593742111867,432.85049616200183,189.73123154131298,1
3.3485016730091965,83.0731877421423,0.44973984245054,181.2174120962521,111.51704427060598,77.67984372086308,5183.654633353206,0.5335544335535795,75.65385834953067,3011.5901978544534,16.054790241029128,128.29807381285755,0
8.197056874649611,101.90347818783832,0.7767105569551812,2.4313542954773615,125.49439651550236,84.75476330547363,728.98451871655,0.0002410046851345493,25.736545840163405,5782.297861695137,321.9339637775632,175.3837863741694,1
6.606690070459253,29.960161063102312,0.06536615756438524,134.80398381175854,205.51067896583686,18.181765283733874,6268.329044150672,0.24124433603802786,69.35098370463204,4981.296741839804,381.47443925578057,135.21120100265063,0
7.248435466776273,58.73099563717686,0.4875711936733843,10.367159823945805,21.720727488921444,43.03465323722004,2531.9890701281024,0.20823180860821444,3.971120757224722,5795.363691499811,379.7432845941535,71.39673842802259,0
3.1235069657748147,26.545133018352267,0.03361360018328263,109.77173301547118,15.228447746689584,16.54997746636556,8036.934518773024,0.25048294674976346,83.9408037609272,2866.60581287023,443.03698354776253,102.53761446576229,0
