wind_speed,storm_surge,central_pressure,eye_diameter,precipitation,visibility,pressure_variation,cyclone_duration,sea_surface_temp,wave_height,ocean_current,humidity,target
143.63502971184062,1.8513292883861965,878.5117051207718,67.2702994208898,228.7983513134371,7.872710405548842,64.8256954077822,9.31186913493299,30.804018859210935,13.703670171040423,18.682040923334924,53.303056148825554,0
287.67857660247904,5.419009473783581,874.0936397216,79.66813971913723,322.17293171999455,9.468713187500429,17.238636210516624,44.82540677547104,30.309245066196915,7.88040722729247,16.645604811570163,13.789882173033396,0
232.99848545285127,8.729458358764083,1071.876374156311,25.046789879249896,304.06437191606364,17.090947864043606,87.23945633548149,199.4989932215862,21.436312979950365,10.873654077541266,8.807695625143003,59.12429057506141,1
199.66462104925915,7.322248864095612,874.8638599548518,62.48740996069989,61.55996187750947,6.800087721197842,61.311623906924154,184.02440552120058,33.838586073587,6.540724469588818,30.363333505074397,31.478562371695794,1
89.00466011060914,8.065611478614498,881.5849178385893,57.17459831437487,59.69978789658956,17.392993696243426,15.720388355695425,84.15424594971525,28.527083032352294,9.450518663136572,23.831208025431444,5.234876680960243,0
88.99863008405066,6.587833667107174,1027.8194787253892,83.28303767882711,107.26974709796534,1.7626886195338298,96.23380574812069,90.434550665811,25.455882817035263,5.10863906131678,43.28504961620018,94.86561577065649,1
64.52090304204987,6.922765645178525,934.921952735162,90.60870604812605,144.4298905364149,15.535968744172614,51.83654633353206,128.05306405285907,31.3480787524296,4.51738529678168,1.6054790241029127,64.14903690642878,1
266.54403644373383,8.491956515653193,1033.0131670865544,1.2156771477386807,163.38223256339305,16.95095266109473,7.289845187165501,0.057841124432291835,23.86048187602451,8.673446792542705,32.193396377756315,87.6918931870847,1
200.2787529358022,2.4966800885918596,819.6098472693155,67.40199190587927,271.8788867333381,3.636353056746775,62.68329044150672,57.89864064912669,30.402647555694806,7.471945112759705,38.14744392557806,67.60560050132531,1
227.01814444901137,4.894249636431405,946.2713581020153,5.1835799119729025,22.67217286633416,8.60693064744401,25.31989070128102,49.97563406597146,20.59566811358371,8.693045537249716,37.974328459415354,35.698369214011294,0
55.14612357395061,2.2120944181960223,810.0840800549848,54.88586650773559,13.869081690426555,3.3099954932731124,80.36934518773025,60.11590721994323,32.591120564139075,4.2999087193053445,44.30369835477626,51.268807232881144,0
292.4774630404986,9.87668007996647,818.7959610366064,28.76327290436782,156.76422517756362,14.132082579884354,81.78220735661907,193.41740220802592,26.722562705319778,5.504367477254929,36.4516871414747,67.57467603471771,1
258.11066020010543,9.440593396866133,1071.9312360033232,30.67765995221412,278.8654768551922,10.706955361233135,97.89473558546618,67.12172557114636,29.550393715369125,1.2584694094336397,46.39050308238482,96.02523252014376,1
