temperature,humidity,wind_speed,vegetation_density,fuel_moisture,drought_index,precipitation,air_quality,land_slope,ignition_sources,target
31.236203565420873,24.810634307089572,26.170568373590598,67.2702994208898,57.19958782835928,0.3936355202774421,32.4128477038911,59.69986368222187,32.412056577632804,4,0
48.52142919229749,53.35207579026865,24.697879907199983,79.66813971913723,80.54323292999864,0.4734356593750214,8.619318105258312,96.69313205778234,30.92773519859075,1,0
41.95981825434215,79.83566687011266,90.62545805210367,25.046789879249896,76.01609297901591,0.8545473932021803,43.619728167740746,257.8114512724856,4.308938939851094,0,1
37.959754525911094,68.5779909127649,24.95461998495061,62.48740996069989,15.389990469377368,0.34000438605989214,30.655811953462077,241.69208908458393,41.515758220761,8,0
24.680559213273096,74.52489182891598,27.1949726128631,57.17459831437487,14.92494697414739,0.8696496848121713,7.8601941778477125,137.6606728642867,25.581249097056883,1,0
24.67983561008608,62.70266933685739,75.93982624179637,83.28303767882711,26.817436774491334,0.08813443097669149,48.116902874060344,144.2026569435531,16.36764845110579,5,0
21.742508365045985,65.3821251614282,44.973984245054,90.60870604812605,36.10747263410372,0.7767984372086307,25.91827316676603,183.38860838839486,34.0442362572888,0,0
45.98528437324806,77.93565212522554,77.67105569551812,1.2156771477386807,40.84555814084826,0.8475476330547363,3.6449225935827503,50.06025117128364,11.581445628073531,0,1
38.03345035229626,29.973440708734877,6.536615756438524,67.40199190587927,67.96972168333453,0.18181765283733875,31.34164522075336,110.31108400950697,31.207942667084417,8,0
41.242177333881365,49.15399709145124,48.75711936733843,5.1835799119729025,5.66804321658354,0.43034653237220044,12.65994535064051,102.05795215205362,1.787004340751125,3,1
20.617534828874074,27.696755345568178,3.3613600183282633,54.88586650773559,3.4672704226066386,0.16549977466365562,40.18467259386512,112.62073668744087,37.77336169241724,8,0
49.097295564859834,89.01344063973175,6.265320345535452,28.76327290436782,39.191056294390904,0.7066041289942178,40.891103678309534,251.47646063336032,20.167688115959333,4,0
44.97327922401266,85.52474717492906,90.64374533444109,30.67765995221412,69.71636921379805,0.5353477680616567,48.94736779273309,119.9184641366108,28.651181146107376,6,0
26.370173320348286,13.154144909480472,13.924537111759516,35.29585034523566,19.343534295648258,0.635323346708321,25.093476551225187,97.88033051253704,9.955701891300764,0,1
25.454749016213018,66.44601380125508,53.24206822752171,62.12924490496101,64.15044812562518,0.19648696695621115,22.747843986386858,176.06586519825788,30.468317069630157,5,0
25.502135295603015,84.01986539325327,41.10956026007065,33.40499656687692,25.982813794029948,0.21174586205241952,37.67378027232403,266.411259093183,34.750812415197444,7,0
29.127267288786133,24.446027610186682,34.73433262588427,73.26990505902803,88.60861088135164,0.04149732550990637,6.623532817096328,110.33742595937497,21.294593409797944,0,0
35.74269294896713,55.435618444210355,89.98333456872724,40.45273855738697,89.56899442666165,0.3220675351957297,27.34577568965621,69.63406069819968,27.797711582780742,8,0
32.95835055926347,83.23906380704335,2.18233967754895,6.835320030995861,29.72872042813265,0.559744661333675,27.312380006542547,139.10118396241617,20.534666572007936,2,0
28.736874205941255,12.715678286863907,66.37896861755891,78.37598424841073,22.99937539632405,0.8579349139973288,4.473656140519361,236.91295614124445,40.234111616603045,0,1
38.35558684167138,65.7936213797472,96.33944342135504,28.5758324592706,41.13039720662313,0.6669274474586807,20.899204275345678,187.67263617369866,22.404113123144363,0,1
24.184815819561255,33.78792058980406,56.016818346184195,43.276687959926264,24.05315851801487,0.43539632339975143,42.6642399283601,254.19834239358687,37.88139190629685,5,1
28.764339456056547,83.95169563012243,93.68224620330918,68.54438832219016,67.23838432917036,0.9531201143941378,42.80768109973302,289.8980369023085,36.06084262216119,5,1
30.99085529881075,87.68465961322943,5.225787928602377,33.2456157148712,82.60646845482856,0.7192452005758319,4.96188324598405,248.16561918790427,18.472716960676046,0,0
33.68209952651108,85.54131912907471,41.87933190741614,5.658565614671563,67.3092130911217,0.93016520286255,4.536044137391543,200.95076971093835,10.353802133586377,2,0
43.55527884179041,47.9371373325971,26.015779096205115,37.39210470128136,82.43504472493495,0.5275879732721657,13.134773850096765,173.33539701309513,18.273695965189695,6,0
25.99021346475079,78.96341207914507,73.08209649807299,94.44485826943034,39.69921622074742,0.2589042747931396,43.73830312769967,60.017271587066666,37.17978190988491,9,0
35.42703315240835,77.56395188280563,98.12970904972467,64.17343972985582,15.631697070886085,0.052826686364721986,6.445129253674947,296.08049470351034,10.243464111872656,2,0
37.772437065861276,35.528037859460454,25.65300624442478,67.1479148667207,73.79509473975922,0.7260848514838505,35.99984013137231,145.87028064376062,23.59963556359872,2,1
21.393512381599933,76.3132379320542,65.41746014740745,63.22821536376399,36.047450514155386,0.12130299800553412,5.0582809806551605,88.0570534792167,36.274353658233636,2,0
38.226345557043146,12.96061077723941,19.809763275974014,19.899213895943678,67.12708252291326,0.3027751282719672,31.15689268739127,216.6772138491142,15.906486380777046,6,0
25.115723710618745,57.70159027856424,56.53302545716099,41.833386410228016,27.064394198176565,0.5324709078838974,17.80336495595724,121.07207227386483,28.899433665121382,3,0
21.951547789558386,28.400706983016242,46.39324866883362,75.09397983633183,8.122963480667266,0.5644165877797477,39.44569814829335,196.4445677327619,11.053420832196654,3,1
48.466566117599996,19.645350862182305,97.2005329631537,10.137289755315916,99.25817954877634,0.600583196987136,11.68452244126818,196.69197696114782,4.917575041567196,2,1
48.96896099223678,16.156256130336732,60.85272726964666,27.785277608971228,15.620150793059928,0.16625533034970064,31.960091469497993,161.4324552257173,35.74729012917854,9,1
44.25192044349383,65.70310207025118,34.950637208681876,27.631910846585363,98.8420993963481,0.37973740482164875,11.784126728794247,259.0296538862607,4.453588053391807,8,0
29.13841307520112,37.18999710144529,11.409578488793336,43.2018927594506,97.72799325664472,0.6171942271169667,35.68301415560769,116.24176538886076,12.212162778581307,1,0
22.930163420191516,67.98134172230093,15.124682873493455,98.0368740942185,79.38181039080396,0.9698188646337847,43.68390172803744,162.15814790443355,38.4799239898848,3,0
40.52699079536471,15.22850726391539,22.53169299512351,6.750254668382194,65.94229620819976,0.7276311376996887,6.3400899563380015,184.42303214774287,15.591117918540023,7,1
33.20457481218804,35.223227026448825,25.0966661340298,51.870099438059505,57.78070502510847,0.9226037570939578,43.329784429775174,215.90618019182492,43.78704072813725,5,1
23.661147045343366,53.15930339002698,85.06160578411378,17.936468201221047,86.61015453778347,0.762212058314177,29.678762720714897,245.99296262639737,44.08804506482369,6,1
34.85530730333811,73.25785318711709,56.12227882825249,97.06765454097442,28.943952161948793,0.5917169688924004,6.355524543351199,148.701820719564,12.072420920410051,6,1
21.031655633456552,35.5002002345656,52.33909113743665,11.33035047274642,46.7681212484877,0.19202336913634455,21.3770927679856,211.511736024149,1.8440200012450703,1,0
47.27961206236346,60.071310114960724,11.476887186921747,40.36010023615913,61.93899693665019,0.666685651892513,8.043014674254895,87.65273826712979,31.72784778924206,3,0
27.763399448000506,80.87821985889497,86.0139693349435,73.78849848346061,41.11904758694911,0.6233795659599071,35.01739444332848,283.1620251356196,20.29439261917547,9,1
39.875668530619464,59.26905505458436,72.28143032084837,70.45544280274453,42.7486454090268,0.6024691704572664,37.943406720897485,145.76470160525088,4.533877978180933,9,1
29.35133228268233,28.636757980290703,6.766836190000158,42.272863689393226,33.02846675020844,0.48978586798824075,5.2898260136399475,232.3803554941096,31.838526854011928,5,0
35.602040635334326,11.952062524523042,70.78350972297687,34.652416795271826,56.4231816684536,0.5286566039892756,25.306992634732218,55.085270470544415,1.4028709100364551,2,1
